hid,quintile,emp_status,region,housing,rururb,disab,disab_def,econat,econat_def,age,rank_tot,district,hhsize,mar_status,mar_status_def,gender,povqual,pstatus,pstatus_def,emp_status_def,edu_y,ethnic,reli,wt,ht,bmi,reg
70087/14,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,64,6.155226,115,5,1,Married,Male,MSLC,Non poor,1,2,10, Sefwi, Catholic,65.82,174,21.73999207,Western
70087/15,3,Other Inactive,1,Owning,Rural,2. Non Pwds,1,3,Not in labor force,51,7.399243,115,4,1,Married,Male,None,Non poor,1,5,0," Nankansi, Talensi & Gurense (Frafra)", Pentecostal/Charismatic,63.89,177,20.39324587,Western
70088/01,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,47,7.003374,116,6,1,Married,Male,None,Non poor,1,2,0," Dagarte (Dagaba), Lobi , Wali (Wala)", Catholic,64.75,175,21.14285714,Western
70088/02,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,36,6.963943,116,7,1,Married,Male,None,Non poor,1,2,0, Kusasi, Islam,60.5,173,20.21450767,Western
70088/03,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,35,9.318623,116,3,1,Married,Male,None,Non poor,1,2,0," Dagarte (Dagaba), Lobi , Wali (Wala)", Islam,59.8,170,20.69204152,Western
70088/04,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,34,9.647045,116,2,1,Married,Male,None,Non poor,1,2,0," Dagarte (Dagaba), Lobi , Wali (Wala)", Protestant,60.65,171,20.74142471,Western
70088/05,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,41,7.839345,116,7,1,Married,Male,None,Non poor,1,2,0, Kusasi, Other Christian,64.25,174,21.22142952,Western
70088/06,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,26,8.949623,116,4,2,Consensual Union,Male,None,Non poor,1,2,0," Dagarte (Dagaba), Lobi , Wali (Wala)", No religion,62.5,173,20.88275586,Western
70088/07,4,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,40,11.34064,116,2,1,Married,Male,None,Non poor,1,2,0," Dagarte (Dagaba), Lobi , Wali (Wala)", Catholic,58.2,166,21.12062709,Western
70088/08,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,55,7.415821,116,5,1,Married,Male,None,Non poor,1,2,5, Sefwi, Protestant,66.3,176,21.40366736,Western
70088/09,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,30,10.0797,116,2,6,Never married,Male,None,Non poor,1,2,0," Dagarte (Dagaba), Lobi , Wali (Wala)", No religion,62.3,172,21.05868037,Western
70088/10,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,29,10.09692,116,3,2,Consensual Union,Male,None,Non poor,1,2,0, Kusasi, No religion,60.3,172,20.38263926,Western
70088/11,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,22,13.49535,116,1,6,Never married,Male,BECE,Non poor,1,2,9, Fante, Protestant,62.3,175,20.34285714,Western
70088/12,4,Other Inactive,1,Owning,Rural,1. PWD,0,3,Not in labor force,75,11.12158,116,3,5,Widowed,Female,None,Non poor,1,5,0, Ewe, Catholic,56.2,163,21.15247092,Western
70088/13,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,37,14.41706,116,1,4,Divorced,Male,None,Non poor,1,2,0, Asante, Catholic,62.25,174,20.56084027,Western
70088/14,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,37,22.95389,116,1,4,Divorced,Female,None,Non poor,1,2,0, Fante, Protestant,64.5,172,21.80232558,Western
70088/15,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,43,7.508793,116,7,1,Married,Male,None,Non poor,1,2,0, Kusasi, Catholic,59.6,172,20.14602488,Western
70089/01,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,34,6.426892,116,5,1,Married,Male,BECE,Non poor,1,2,9, Sefwi, Pentecostal/Charismatic,59.7,173,19.94720839,Western
70089/02,4,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,28,14.5446,116,1,6,Never married,Male,BECE,Non poor,1,2,9, Sefwi, Protestant,61.3,170,21.21107266,Western
70089/03,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,43,6.351295,116,6,1,Married,Female,BECE,Non poor,1,2,9, Sefwi, Pentecostal/Charismatic,66.35,166,24.07824067,Western
70089/04,3,Self-employed (non-agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,32,7.780193,116,6,1,Married,Male,BECE,Non poor,1,1,9, Boron (Brong) (including Banda), Pentecostal/Charismatic,65.9,185,19.25493061,Western
70089/05,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,45,4.181369,116,8,4,Divorced,Female,None,Poor,0,2,6, Sefwi, Other Christian,70.2,171,24.00738689,Western
70089/06,5,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,27,25.94615,116,1,2,Consensual Union,Male,Voc/Tech/Teacher,Non poor,1,2,15, Sefwi, Protestant,59,160,23.046875,Western
70089/07,1,Self-employed (agric),1,Renting,Rural,2. Non Pwds,1,1,Employed,39,3.514384,116,4,2,Consensual Union,Male,None,Poor,0,2,8, Dagomba, Islam,51.75,171,17.69775315,Western
70089/09,4,Self-employed (non-agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,29,12.77221,116,1,2,Consensual Union,Male,Voc/Tech/Teacher,Non poor,1,1,15, Boron (Brong) (including Banda), Pentecostal/Charismatic,55,170,19.03114187,Western
70089/10,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,53,3.859196,116,7,1,Married,Male,MSLC,Poor,0,2,10, Sefwi, Catholic,46.2,113,36.18137677,Western
70089/11,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,63,3.928423,116,10,1,Married,Male,MSLC,Poor,0,2,10, Sefwi, Other Christian,60,164,22.30814991,Western
70089/13,3,Self-employed (agric),1,Renting,Rural,2. Non Pwds,1,1,Employed,49,10.28901,116,1,1,Married,Male,MSLC,Non poor,1,2,10, Boron (Brong) (including Banda), Other Christian,57,156,23.42209073,Western
70089/14,2,Self-employed (non-agric),1,Renting,Rural,2. Non Pwds,1,1,Employed,25,6.555331,116,3,2,Consensual Union,Male,SSS/Secondary,Non poor,1,1,12, Sefwi, Pentecostal/Charismatic,66.8,182,20.16664654,Western
70089/15,3,Self-employed (non-agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,48,9.440395,116,6,1,Married,Male,None,Non poor,1,1,5,, Pentecostal/Charismatic,63.3,180,19.53703704,Western
70090/01,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,40,27.27257,117,1,4,Divorced,Female,None,Non poor,1,2,7, Boron (Brong) (including Banda), Pentecostal/Charismatic,72.58,174,23.97278372,Western
70090/02,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,30,19.62402,117,1,6,Never married,Male,BECE,Non poor,1,2,9, Asante, Catholic,62.7,172,21.19388859,Western
70090/03,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,59,28.50798,117,1,4,Divorced,Male,MSLC,Non poor,1,2,10, Asante, Catholic,60.4,171,20.65592832,Western
70090/04,4,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,25,12.36543,117,3,2,Consensual Union,Male,None,Non poor,1,2,0, Kusasi, Pentecostal/Charismatic,58.6,159,23.17946284,Western
70090/05,5,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,40,16.54521,117,2,2,Consensual Union,Male,None,Non poor,1,2,0, Kusasi, Islam,59.8,167,21.44214565,Western
70090/06,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,56,22.5307,117,1,3,Separated,Male,None,Non poor,1,2,0, Boron (Brong) (including Banda), Pentecostal/Charismatic,55.8,163,21.00191953,Western
70090/07,5,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,53,18.82612,117,2,1,Married,Male,MSLC,Non poor,1,2,10, Boron (Brong) (including Banda), Catholic,56.35,164,20.95107079,Western
70090/08,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,44,20.56471,117,1,1,Married,Male,BECE,Non poor,1,2,9, Boron (Brong) (including Banda), Protestant,62.9,172,21.2614927,Western
70090/09,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,25,11.20474,117,3,2,Consensual Union,Male,None,Non poor,1,2,0, Asante, Catholic,58.05,163,21.84877112,Western
70090/10,4,Private Employee,1,Owning,Rural,2. Non Pwds,1,1,Employed,60,12.04685,117,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Boron (Brong) (including Banda), Catholic,0,0,0,Western
70090/12,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,49,33.46812,117,1,4,Divorced,Female,None,Non poor,1,2,0, Boron (Brong) (including Banda), Pentecostal/Charismatic,66.85,165,24.55463728,Western
70090/14,4,Self-employed (agric),1,Renting,Rural,2. Non Pwds,1,1,Employed,31,14.53112,117,2,2,Consensual Union,Male,None,Non poor,1,2,2, Kusasi, Islam,64.32,172,21.74148188,Western
70090/15,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,45,10.53657,117,6,1,Married,Male,MSLC,Non poor,1,2,10, Boron (Brong) (including Banda), Catholic,62.7,175,20.47346939,Western
70091/01,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,58,7.007627,117,3,1,Married,Female,Voc/Tech/Teacher,Non poor,1,2,15, Sefwi, Catholic,62.8,160,24.53125,Western
70091/02,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,34,8.568398,117,5,2,Consensual Union,Male,BECE,Non poor,1,2,9, Asante, Pentecostal/Charismatic,59.1,174,19.52041221,Western
70091/03,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,60,10.13837,117,3,1,Married,Male,None,Non poor,1,2,0, Sefwi, Catholic,60.5,176,19.53125,Western
70091/04,2,Self-employed (non-agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,51,6.822166,117,9,1,Married,Male,MSLC,Non poor,1,1,10, Sefwi, Catholic,55.5,173,18.5438872,Western
70091/05,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,38,10.04464,117,2,5,Widowed,Male,SSS/Secondary,Non poor,1,2,12, Sefwi, Catholic,59.3,181,18.10079057,Western
70091/06,4,Other Inactive,1,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,23,15.36093,117,1,6,Never married,Female,BECE,Non poor,1,5,10, Sefwi, Pentecostal/Charismatic,58,153,24.77679525,Western
70091/07,4,Self-employed (non-agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,37,13.3259,117,4,1,Married,Male,SSS/Secondary,Non poor,1,1,12, Sefwi, Catholic,64.2,180,19.81481481,Western
70091/08,3,Public Employee,1,Rent-free,Rural,2. Non Pwds,1,1,Employed,41,8.801722,117,4,2,Consensual Union,Female,SSS/Secondary,Non poor,1,3,12, Denkyira / Twifo, Pentecostal/Charismatic,65.9,164,24.50178465,Western
70091/09,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,50,5.395727,117,8,1,Married,Male,MSLC,Non poor,1,2,10, Sefwi, Catholic,60.5,175,19.75510204,Western
70091/10,2,Self-employed (agric),1,Renting,Rural,2. Non Pwds,1,1,Employed,44,4.685433,117,6,1,Married,Male,BECE,Poor,0,2,9, Sefwi, Pentecostal/Charismatic,57.4,177,18.32168279,Western
70091/11,3,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,37,10.01146,117,1,4,Divorced,Male,BECE,Non poor,1,2,9, Sefwi, Catholic,66.8,180,20.61728395,Western
70091/12,4,Self-employed (agric),1,Renting,Rural,2. Non Pwds,1,1,Employed,27,11.13291,117,1,1,Married,Male,SSS/Secondary,Non poor,1,2,12, Ewe, Other Christian,63.2,174,20.87462016,Western
70091/13,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,46,7.351135,117,5,1,Married,Male,MSLC,Non poor,1,2,10, Sefwi, Catholic,57.5,170,19.89619377,Western
70091/14,4,Public Employee,1,Owning,Rural,2. Non Pwds,1,1,Employed,56,12.32075,117,5,2,Consensual Union,Male,Voc/Tech/Teacher,Non poor,1,3,15, Sefwi, Pentecostal/Charismatic,53.4,179,16.6661465,Western
70091/15,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,54,5.939724,117,4,1,Married,Female,None,Non poor,1,2,7, Boron (Brong) (including Banda), Catholic,52,154,21.92612582,Western
70092/01,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,36,6.59482,117,4,2,Consensual Union,Male,None,Non poor,1,2,5," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Other Christian,0,0,0,Western
70092/02,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,45,10.52861,117,2,5,Widowed,Male,Voc/Tech/Teacher,Non poor,1,2,15," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,61.75,163.5,23.09943982,Western
70092/03,1,Private Employee,1,Rent-free,Rural,2. Non Pwds,1,1,Employed,23,3.169024,117,3,2,Consensual Union,Male,None,Poor,0,4,5, Fante, Catholic,61.1,176.5,19.61335056,Western
70092/04,4,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,49,14.72723,117,2,4,Divorced,Female,None,Non poor,1,2,0, Sefwi, Pentecostal/Charismatic,55.95,160.7,21.6654811,Western
70092/05,1,Other Inactive,1,Owning,Rural,1. PWD,0,3,Not in labor force,96,3.491608,117,6,1,Married,Male,None,Poor,0,5,0, Other Grusi (e, Islam,55.95,157.3,22.61219102,Western
70092/06,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,35,3.654186,117,2,3,Separated,Male,BECE,Poor,0,2,9," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,62.9,159.9,24.60105421,Western
70092/07,5,Public Employee,1,Rent-free,Rural,2. Non Pwds,1,1,Employed,31,36.38918,117,1,2,Consensual Union,Male,Tertiary,Non poor,1,3,15, Boron (Brong) (including Banda), Catholic,72.85,170.4,25.08940576,Western
70092/08,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,37,7.390655,117,4,2,Consensual Union,Female,None,Non poor,1,2,7, Bimoba, Protestant,64.85,160.5,25.17444512,Western
70092/09,3,Public Employee,1,Owning,Rural,2. Non Pwds,1,1,Employed,45,7.682468,117,8,4,Divorced,Female,SSS/Secondary,Non poor,1,3,15," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,0,0,0,Western
70092/10,5,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,50,17.72487,117,1,2,Consensual Union,Female,None,Non poor,1,2,5, Ga, Other Christian,79.25,161,30.57366614,Western
70092/11,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,35,12.48046,117,1,2,Consensual Union,Male,None,Non poor,1,2,5, Fante, Pentecostal/Charismatic,69.15,180.1,21.31889835,Western
70092/12,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,57,5.318117,117,4,2,Consensual Union,Male,MSLC,Non poor,1,2,10, Asante, Pentecostal/Charismatic,72,171.4,24.50816871,Western
70092/13,2,Self-employed (agric),1,Owning,Rural,1. PWD,0,1,Employed,38,7.164867,117,3,2,Consensual Union,Female,None,Non poor,1,2,0, Asante, Protestant,46.9,152,20.29951524,Western
70092/14,4,Self-employed (non-agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,83,12.22995,117,1,4,Divorced,Female,None,Non poor,1,1,0," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Other Christian,60.35,150.8,26.53839118,Western
70092/15,5,Unemployed,1,Owning,Rural,2. Non Pwds,1,2,Unemployed,40,24.31771,117,1,5,Widowed,Female,None,Non poor,1,6,4, Fante, Other Christian,76.8,165,28.20936639,Western
70093/01,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,48,8.108537,119,5,1,Married,Male,None,Non poor,1,2,6, Wasa, Other Christian,57,167,20.43816558,Western
70093/02,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,47,4.785674,119,7,1,Married,Male,None,Poor,0,2,3, Bimoba, Pentecostal/Charismatic,71.8,178,22.66128014,Western
70093/03,4,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,40,12.92303,119,1,1,Married,Male,None,Non poor,1,2,4," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,63.85,166.4,23.05973211,Western
70093/04,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,39,4.361503,119,4,3,Separated,Female,None,Poor,0,2,5," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Protestant,59.1,158.4,23.55467554,Western
70093/05,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,52,21.69652,119,2,1,Married,Male,None,Non poor,1,2,2, Kwahu, Pentecostal/Charismatic,66.65,167.2,23.84117236,Western
70093/06,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,57,9.382504,119,4,1,Married,Male,MSLC,Non poor,1,2,10, Wasa, Protestant,40.5,153.7,17.14380776,Western
70093/07,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,48,7.484366,119,4,1,Married,Male,None,Non poor,1,2,8, Wasa, Other Christian,51.2,157,20.77163374,Western
70093/08,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,33,5.926218,119,4,1,Married,Male,None,Non poor,1,2,0, Ewe, Pentecostal/Charismatic,49.75,161.2,19.14533677,Western
70093/09,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,27,3.731043,119,4,1,Married,Male,None,Poor,0,2,7, Bimoba, Pentecostal/Charismatic,54.35,167.8,19.30259219,Western
70093/10,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,19,7.277954,119,1,6,Never married,Male,BECE,Non poor,1,2,9," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,53.9,166.6,19.41953252,Western
70093/11,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,49,13.45408,119,2,5,Widowed,Female,None,Non poor,1,2,8," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,163.1,56.95,502.8824786,Western
70093/12,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,38,4.73318,119,4,2,Consensual Union,Male,None,Poor,0,2,0, Mosi, Islam,67.35,178.6,21.11420291,Western
70093/14,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,31,6.892974,119,4,2,Consensual Union,Male,BECE,Non poor,1,2,9," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,60.25,166.3,21.78575187,Western
70093/15,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,23,5.154869,119,1,6,Never married,Male,None,Non poor,1,2,6, Akuapem, Other Christian,48,164,17.84651993,Western
70094/01,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,61,8.67653,119,5,4,Divorced,Female,None,Non poor,1,2,5, Wasa, Other Christian,67.8,152,29.34556787,Western
70094/02,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,59,20.55895,119,1,1,Married,Male,MSLC,Non poor,1,2,10, Wasa, Other Christian,53.6,163.3,20.09983166,Western
70094/03,5,Private Employee,1,Rent-free,Rural,2. Non Pwds,1,1,Employed,25,45.8602,119,1,2,Consensual Union,Female,SSS/Secondary,Non poor,1,4,15, Wasa, Protestant,160,74,292.184076,Western
70094/04,5,Public Employee,1,Renting,Rural,2. Non Pwds,1,1,Employed,27,37.26664,119,1,6,Never married,Female,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Other Christian,70,165,25.71166208,Western
70094/05,5,Retired,1,Owning,Rural,2. Non Pwds,1,3,Not in labor force,77,33.08508,119,1,5,Widowed,Male,Voc/Tech/Teacher,Non poor,1,7,15, Asante, Protestant,55.3,177,17.65137732,Western
70094/06,2,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,42,5.800974,119,14,4,Divorced,Female,MSLC,Non poor,1,2,10, Wasa, Protestant,56.6,147.6,25.98027335,Western
70094/07,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,41,8.603508,119,8,1,Married,Male,BECE,Non poor,1,2,9, Wasa, Protestant,73.7,175.5,23.9283772,Western
70094/08,3,Unemployed,1,Owning,Rural,2. Non Pwds,1,2,Unemployed,55,7.837414,119,5,1,Married,Male,None,Non poor,1,6,3, Fante, Protestant,67,153,28.62147037,Western
70094/09,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,58,15.71326,119,5,1,Married,Male,None,Non poor,1,2,6, Wasa, No religion,50,165,18.36547291,Western
70094/10,5,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,30,27.58657,119,1,3,Separated,Male,None,Non poor,1,2,4, Wasa, Pentecostal/Charismatic,60.1,169.5,20.91871808,Western
70094/11,4,Self-employed (non-agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,22,12.79439,119,1,6,Never married,Female,None,Non poor,1,1,8," Nankansi, Talensi & Gurense (Frafra)", Catholic,52.1,162,19.85215668,Western
70094/12,5,Private Employee,1,Rent-free,Rural,2. Non Pwds,1,1,Employed,22,73.82018,119,1,6,Never married,Male,BECE,Non poor,1,4,9, Kwahu, Catholic,58,167,20.79672989,Western
70094/13,5,Private Employee,1,Owning,Rural,2. Non Pwds,1,1,Employed,24,33.77548,119,1,6,Never married,Male,BECE,Non poor,1,4,9, Wasa, Pentecostal/Charismatic,57.9,165,21.26721763,Western
70094/14,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,38,12.41091,119,6,1,Married,Female,BECE,Non poor,1,2,9, Wasa, Protestant,52.1,155,21.68574402,Western
70094/15,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,63,17.72292,119,6,1,Married,Male,MSLC,Non poor,1,2,10, Wasa, Other Christian,70,170,24.22145329,Western
70095/01,4,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,31,10.56232,119,7,1,Married,Male,None,Non poor,1,2,8, Asante, Protestant,70.9,167.8,25.18038246,Western
70095/02,1,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,32,3.875854,119,3,1,Married,Male,None,Poor,0,2,7, Asante, No religion,49.4,164.2,18.32232757,Western
70095/03,2,Private Employee,1,Renting,Rural,2. Non Pwds,1,1,Employed,28,7.130545,119,3,1,Married,Male,None,Non poor,1,4,8," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,68.8,177.3,21.88623041,Western
70095/05,2,Self-employed (agric),1,Rent-free,Rural,2. Non Pwds,1,1,Employed,28,4.875423,119,3,1,Married,Male,None,Non poor,1,2,0, Other Grusi (e, Islam,61.15,152.8,26.19085963,Western
70095/06,5,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,60,35.42854,119,1,4,Divorced,Male,MSLC,Non poor,1,2,10, Asante, Other Christian,58.9,168.3,20.79443203,Western
70095/07,3,Private Employee,1,Renting,Rural,2. Non Pwds,1,1,Employed,28,7.972666,119,2,2,Consensual Union,Male,None,Non poor,1,4,8, Asante, Protestant,64.45,164.2,23.90433223,Western
70095/08,3,Self-employed (agric),1,Owning,Rural,2. Non Pwds,1,1,Employed,30,9.780582,119,5,1,Married,Male,BECE,Non poor,1,2,9," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Protestant,59.05,165.2,21.63713805,Western
70095/09,2,Self-employed (agric),1,Owning,Rural,1. PWD,0,1,Employed,34,7.0413,119,1,1,Married,Male,None,Non poor,1,2,0, Kusasi, Catholic,62.05,186.4,17.85870526,Western
